idx,title,desc,org_link,pDate
63,"건설공제조합, <b>김진현</b>·김창용 신임 본부장 선임","건설공제조합은 신임 임원으로 <b>김진현</b> 여의도지점장(사진 왼쪽)과 김창용 종로지점장(오른쪽)을 선임했다고 26일 밝혔다. <b>김진현</b> 신임 보증공제본부장은 1990년 입사해 종로지점장, 경영지원실장 등을 역임했으며... ",,2021-02-26 10:54:00
64,건설공제조합 신임 임원 선임,뉴스토마토 = 김응열 기자 | 건설공제조합은 신임 임원으로 <b>김진현</b> 여의도지점장과 김창용 종로지점장을 선임했다고 26일 밝혔다. <b>김진현</b> 건설공제조합 신임 보증공제본부장. 사진/건설공제조합 <b>김진현</b> 신임... ,,2021-02-26 10:52:00
65,"건설공제조합, <b>김진현</b>·김창용 신임 본부장 선임",▲<b>김진현</b> 보증공제본부장(왼쪽)과 김창용 경영지원본부장 [사진=건설공제조합] 건설공제조합은 신임 본부장에 <b>김진현</b> 여의도지점장과 김창용 종로지점장을 선임했다고 26일 밝혔다. <b>김진현</b> 신임 보증공제본부장은... ,,2021-02-26 10:50:00
66,"건설공제조합, 신임 본부장에 <b>김진현</b>·김창용 선임",안선영 기자 asy728@ajunews.com <b>김진현</b>(왼쪽)·김창용 신임 본부장[사진=건설공제조합 제공] 건설공제조합은 신임 임원으로 <b>김진현</b> 여의도지점장과 김창용 종로지점장을 선임했다고 26일 밝혔다. <b>김진현</b> 신임... ,,2021-02-26 10:50:00
67,"건설공제조합, <b>김진현</b>·김창용 신임 본부장 선임","건설공제조합, <b>김진현</b>·김창용 신임 본부장 선임 건설공제조합은 신임 본부장으로 <b>김진현</b> 여의도지점장과 김창용 종로지점장을 선임했다고 26일 밝혔다.<b>김진현</b> 신임 보증공제본부장은 1990년 입사해 종로지점장... ",,2021-02-26 10:48:00
68,"건설공제조합, <b>김진현</b>·김창용 신임 본부장 선임","건설공제조합(이사장 최영묵)이 신임 임원으로 <b>김진현</b> 여의도지점장(좌측 사진)과 김창용 종로지점장(우측 사진)을 선임했다고 26일 밝혔다. <b>김진현</b> 신임 보증공제본부장은 1990년 입사해 종로지점장, 경영지원실장... ",,2021-02-26 10:46:00
69,[인사]건설공제조합,◆건설공제조합 ◇임원 선임 △보증공제본부장 <b>김진현</b> △경영지원본부장 김창용,,2021-02-26 10:44:00
70,[인사] 건설공제조합,임원 선임 ▲ 보증공제본부장 <b>김진현</b> ▲ 경영지원본부장 김창용 (서울=연합뉴스),,2021-02-26 10:38:00
71,"건설공제조합, <b>김진현</b>·김창용 신임 본부장 선임","건설공제조합(이사장 최영묵)이 신임 임원으로 <b>김진현</b> 여의도지점장(사진/좌측)과 김창용 종로지점장(사진/우측)을 선임했다고 26일 밝혔다. <b>김진현</b> 신임 보증공제본부장은 1990년 입사해 종로지점장, 경영지원실장... ",,2021-02-26 10:38:00
72,"건설공제조합, <b>김진현</b>·김창용 신임 본부장 선임","건설공제조합(이사장 최영묵)은 신임 임원으로 <b>김진현</b> 여의도지점장(왼쪽)과 김창용 종로지점장(오른쪽)을 선임했다고 26일 밝혔다. <b>김진현</b> 신임 보증공제본부장은 지난 1990년 입사해 종로지점장, 경영지원실장 등을... ",,2021-02-26 10:33:00
73,"건설공제조합, 신임 본부장에 <b>김진현</b>·김창용씨 선임",건설공제조합은 신임 본부장으로 <b>김진현</b> 여의도지점장과 김창용 종로지점장을 선임했다고 26일 밝혔다. <b>김진현</b> 신임 보증공제본부장은 1990년 입사해 종로지점장·경영지원실장 등을 역임했으며 김창용 신임... ,,2021-02-26 10:29:00
74,"베트남 매체 “박항서호GK, <b>김진현</b>과 경쟁 걱정”",수문장 <b>김진현</b>(34)을 넘긴 힘들다는 분석이 나왔다. 베트남 포털사이트 ‘깬14’는 25일 자체 스포츠 기사를 통해 “<b>김진현</b>은 세레소 오사카의 상징 같은 존재다. 당반럼이 출전 시간을 얻기란 결코 쉬운 일이... ,,2021-02-25 14:43:00
75,R]국립이 사립보다 진료비 적어..&quot;공공의료 늘려야&quot;,◀ＩＮＴ▶<b>김진현</b>/서울대학교 간호대 교수 (경실련 보건의료위원회 위원장) &quot;만약에 그런 자료가 공개되면 고액 중증질환으로 갈수록 국립대 공공병원과 사립대 병원 간의 보장률 격차는 지금 제시된 수치보다 훨씬 더... ,,2021-02-24 21:36:00
76,경북 백신접종 26일부터..1호 안동 시설 종사자,◀ＩＮＴ▶<b>김진현</b> 경상북도 복지건강국장/ &quot;(1인당)2회 접종이 완료되기 전까지는 코로나19에 걸릴 수가 있습니다. 국민 전체가 백신을 맞기 전까지는 코로나19가 확산할 수 있습니다. 현재와 같이 코로나19... ,,2021-02-24 20:40:00
77,[알잼 K리그] '상위 스플릿 넘어 우승까지' 광주-강원-수원삼성-서울 이적생은...,"손민우, <b>김진현</b> 광주는 지난 시즌 좋은 성적을 거둔데 비해 열악한 재정 여건으로 주축 선수들의 하나 둘 팀을 나갔다. 광주는 김종우를 영입하면서 취약 포지션인 공격형 미드필더를 보강하는데 성공했다. 센터백의... ",,2021-02-24 16:30:00
78,[알잼 K리그] '선두 유지·우승 경쟁' 전북-울산-포항-대구 이적생은?,"포항스틸러스 (김기동 감독) IN: 이수빈, 임상협, 신광훈, 신진호, 그랜트, 김성주, 이현일,오재석,최민서,홍윤상,김륜성,김준호,윤석주,이호재,노경호,이석규,최도윤,안해성,사무엘,<b>김진현</b>,김규표,권기표,이광준,우민걸 OUT... ",,2021-02-24 16:05:00
79,"철마기업인회 소속 ㈜현대산업전기, 후원금 2백만원 기부로 나눔 전달","<b>김진현</b> 다산행정복지센터 센터장은 &quot;코로나19로 일상생활이 어려워져 어두운 사회분위기이지만 주변 이웃을 살피고 함께 극복하려는 마음은 더욱 빛을 발하고 있는 것 같다&quot;며, &quot;기부금은 소외되기 쉬운 이웃을 위한... ",,2021-02-24 13:22:00
80,"경북도, 3월부터 장애인복지법인 운영실태 일제 점검","<b>김진현</b> 경북도 복지건강국장은 &quot;장애인 복지증진과 자립지원을 위한 복지서비스가 계속 확대되고 있는 가운데 이와 비례하여 보조금·후원금 관련 비리, 장애인 학대 등 운영과 관련한 잡음이 늘어나는 것도 현실&quot;이라며... ",,2021-02-24 00:14:00
81,"경북도, 장애인복지법인 지역 상호 교차점검 추진","점검을 통해 확인한 부적정한 사항에 대해서는 개선, 시정, 경고, 주의 등 행정상 조치를 취하고, 재정상의 부정집행 등이 확인될 경우에는 회수, 환급 등은 물론 징계, 고발 등 신분상의 조치도 함께 취할 예정이다.<b>김진현</b>... ",,2021-02-23 22:27:00
82,"경북도, 장애인분야 법인ㆍ시설 258개소 일제점검","점검 결과 부적정한 사항에 대해서는 개선, 시정, 경고, 주의 등 행정상 조치를 취하고, 재정상의 부정집행 등이 확인될 경우에는 회수, 환급 등은 물론 징계, 고발 등 신분상의 조치도 함께 취할 방침이다.경북도 <b>김진현</b>... ",,2021-02-23 22:01:00
83,[인사] 세종특별자치시,김시은 <b>김진현</b> 신동오 △환경녹지국 김희현 강경희 박정민 강동식 권방순 △의회사무처 김미나 박경용 이민성 △감사위원회 김보영 이두원 △보건소 박현미 △시설관리사업소 이은주 김명호 △공공건설사업소 조미연... ,,2021-02-23 21:47:00
84,"경북도, 장애인복지법인·시설 실태 일제점검","<b>김진현</b> 경북도 복지건강국장은 &quot;장애인 복지증진과 자립지원을 위한 복지서비스가 계속 확대되고 있는 가운데 이와 비례해 보조금·후원금 관련 비리, 장애인 학대 등 운영과 관련한 잡음이 늘어나는 것도 현실이다&quot;며... ",,2021-02-23 20:39:00
85,[인사] 세종시 6급 이하 정기인사,"김시은, <b>김진현</b>, 신동오 ▲환경녹지국 김희현, 강경희, 박정민, 강동식, 권방순 ▲의회사무처 김미나, 박경용, 이민성 ▲감사위원회 김보영, 이두원 ▲보건소... ",,2021-02-23 19:30:00
86,"경북도, 장애인복지법인 지역 상호 교차점검","<b>김진현</b> 경상북도 복지건강국장은 &quot;장애인 복지증진과 자립지원을 위한 복지서비스가 계속 확대되고 있는 가운데 이와 비례하여 보조금·후원금 관련 비리, 장애인 학대 등 운영과 관련한 잡음이 늘어나는 것도 현실... ",,2021-02-23 18:32:00
87,"[인사] 세종시, 2021년 상반기 정기인사 6급 이하, 2월 27일자","김시은, <b>김진현</b>, 신동오 ▲환경녹지국 김희현, 강경희, 박정민, 강동식, 권방순 ▲의회사무처 김미나, 박경용, 이민성 ▲감사위원회 김보영, 이두원 ▲보건소 박현미 ▲시설관리사업소 이은주, 김명호 ▲공공건설사업소... ",,2021-02-23 18:03:00
88,"시민단체 &quot;정부, 의사인력·공공의대 확충에 소극 대응&quot;","한편 '이용자 중심 의료혁신협의체'에는 민주노총 나순자 사회공공성위원, 한국노총 박기영 사무처장, 경실련 <b>김진현</b> 보건의료위원장, 한국소비자연맹 정지연 사무총장, 환자단체연합회 안기종 대표가 위원으로 참여하고... ",,2021-02-23 18:01:00
89,[인사] 세종특별자치시,"김시은, <b>김진현</b>, 신동오 ▲환경녹지국 김희현, 강경희, 박정민, 강동식, 권방순 ▲의회사무처 김미나, 박경용, 이민성 ▲감사위원회 김보영, 이두원 ▲보건소 박현미 ▲시설관리사업소 이은주, 김명호 ▲공공건설사업소... ",,2021-02-23 18:00:00
90,"경북도, 장애인 복지서비스 업그레이드","<b>김진현</b> 경북도 복지건강국장은 &quot;장애인 복지증진과 자립지원을 위한 복지서비스가 계속 확대되고 있는 가운데 이와 비례하여 보조금·후원금 관련 비리, 장애인 학대 등 운영과 관련한 잡음이 늘어나는 것도 현실이다&quot;며... ",,2021-02-23 17:55:00
91,[인사] 세종시,김시은 <b>김진현</b> 신동오 ▲환경녹지국 김희현 강경희 박정민 강동식 권방순 ▲의회사무처 김미나 박경용 이민성 ▲감사위원회 김보영 이두원 ▲보건소 박현미 ▲시설관리사업소 이은주 김명호 ▲공공건설사업소 조미연... ,,2021-02-23 17:38:00
92,"세종시, 2021년 상반기 정기인사 6급 이하 인사발령","김시은, <b>김진현</b>, 신동오 ▲환경녹지국 김희현, 강경희, 박정민, 강동식, 권방순 ▲의회사무처 김미나, 박경용, 이민성 ▲감사위원회 김보영, 이두원 ▲보건소 박현미 ▲시설관리사업소 이은주, 김명호 ▲공공건설사업소... ",,2021-02-23 16:54:00
93,[인사] 세종시,"김시은, <b>김진현</b>, 신동오 ▲환경녹지국 김희현, 강경희, 박정민, 강동식, 권방순 ▲의회사무처 김미나, 박경용, 이민성 ▲감사위원회 김보영, 이두원 ▲보건소 박현미 ▲시설관리사업소 이은주, 김명호 ▲공공건설사업소... ",,2021-02-23 16:24:00
94,"[인사] 세종특별자치시, 상반기 정기인사 6급이하","김시은, <b>김진현</b>, 신동오 ▲환경녹지국 김희현, 강경희, 박정민, 강동식, 권방순 ▲의회사무처 김미나, 박경용, 이민성 ▲감사위원회 김보영, 이두원 ▲보건소 박현미 ▲시설관리사업소 이은주, 김명호 ▲공공건설사업소... ",,2021-02-23 16:15:00
95,[인사] 세종특별자치시(2월27일자 등),"김시은, <b>김진현</b>, 신동오 △환경녹지국 김희현, 강경희, 박정민, 강동식, 권방순 △의회사무처 김미나, 박경용, 이민성 △감사위원회 김보영, 이두원 △보건소 박현미 △시설관리사업소 이은주, 김명호 △공공건설사업소... ",,2021-02-23 16:03:00
96,세종시 상반기 6급 이하 정기인사,"김시은, <b>김진현</b>, 신동오 ▲환경녹지국 김희현, 강경희, 박정민, 강동식, 권방순 ▲의회사무처 김미나, 박경용, 이민성 ▲감사위원회 김보영, 이두원 ▲보건소 박현미 ▲시설관리사업소 이은주, 김명호 ▲공공건설사업소... ",,2021-02-23 14:50:00
97,[인사] 세종특별자치시... 6급이하,"김시은, <b>김진현</b>, 신동오 ▲환경녹지국 김희현, 강경희, 박정민, 강동식, 권방순 ▲의회사무처 김미나, 박경용, 이민성 ▲감사위원회 김보영, 이두원 ▲보건소 박현미 ▲시설관리사업소 이은주, 김명호 ▲공공건설사업소... ",,2021-02-23 14:40:00
98,[세종시] 2021년 상반기 정기인사 6급 이하 인사발령,"김시은, <b>김진현</b>, 신동오 ▲환경녹지국 김희현, 강경희, 박정민, 강동식, 권방순 ▲의회사무처 김미나, 박경용, 이민성 ▲감사위원회 김보영, 이두원 ▲보건소 박현미 ▲시설관리사업소 이은주, 김명호 ▲공공건설사업소... ",,2021-02-23 14:38:00
